date,temp,rh,pop,wDir,wSpeed
2015010100,  2,  40,  0.00,  355,  1
2015010101,  5,  37,  0.00,  9,  5
2015010102,  4,  40,  0.00,  19,  4
2015010103,  0,  48,  0.00,  51,  0
2015010104,  0,  70,  0.00,  11,  0
2015010105,  -3,  79,  0.00,  328,  0
2015010106,  -4,  80,  0.00,  341,  0
2015010107,  -4,  86,  0.00,  356,  0
2015010108,  -2,  90,  0.00,  340,  2
2015010109,  1,  47,  0.00,  343,  1
2015010110,  5,  38,  0.00,  23,  2
2015010111,  7,  29,  0.00,  359,  2
2015010112,  6,  22,  0.00,  297,  0
2015010113,  7,  23,  0.00,  40,  2
2015010114,  9,  23,  0.00,  29,  3
2015010115,  7,  18,  0.00,  61,  3
2015010116,  9,  17,  0.00,  25,  3
2015010117,  8,  20,  0.00,  76,  2
2015010118,  1,  50,  0.00,  0,  0
2015010119,  1,  64,  0.00,  0,  0
2015010120,  -2,  69,  0.00,  0,  0
2015010121,  -3,  76,  0.00,  0,  0
2015010122,  -1,  82,  0.00,  0,  0
2015010200,  0,  89,  0.00,  0,  0
2015010201,  1,  86,  0.00,  0,  0
2015010202,  0,  85,  0.00,  0,  0
2015010203,  0,  85,  0.00,  0,  0
2015010204,  4,  74,  0.00,  137,  2
2015010205,  3,  55,  0.00,  0,  0
2015010206,  2,  70,  0.00,  38,  0
2015010207,  2,  70,  0.00,  55,  0
2015010208,  4,  79,  0.00,  86,  0
2015010209,  5,  68,  0.00,  293,  0
2015010210,  5,  43,  0.00,  113,  0
2015010211,  9,  38,  0.00,  107,  2
2015010212,  9,  35,  0.00,  137,  3
2015010213,  10,  31,  0.00,  116,  2
2015010214,  8,  25,  0.00,  130,  0
2015010215,  8,  28,  0.00,  56,  0
2015010216,  7,  39,  0.00,  21,  2
2015010217,  9,  47,  0.00,  26,  0
2015010218,  8,  57,  0.00,  343,  2
2015010219,  7,  53,  0.00,  21,  2
2015010220,  7,  54,  0.00,  54,  2
2015010221,  5,  52,  0.00,  359,  0
2015010222,  6,  55,  0.00,  356,  2
2015010300,  4,  60,  0.00,  73,  0
2015010301,  4,  72,  0.00,  0,  0
2015010302,  2,  84,  0.00,  0,  0
2015010303,  1,  90,  0.00,  0,  0
2015010304,  0,  89,  0.00,  0,  0
2015010305,  1,  91,  0.00,  0,  0
2015010306,  -1,  92,  0.00,  0,  0
2015010307,  1,  95,  0.00,  0,  0
2015010308,  -1,  94,  0.00,  0,  0
2015010309,  3,  74,  0.00,  178,  0
2015010310,  9,  58,  0.00,  169,  3
2015010311,  9,  43,  0.00,  199,  1
2015010312,  12,  40,  0.00,  150,  4
2015010313,  14,  35,  0.00,  196,  4
2015010314,  12,  34,  0.00,  200,  2
2015010315,  15,  33,  0.00,  187,  4
2015010316,  14,  36,  0.00,  188,  4
2015010317,  14,  38,  0.00,  180,  2
2015010318,  7,  56,  0.00,  185,  0
2015010319,  7,  73,  0.00,  154,  0
2015010320,  3,  78,  0.00,  183,  0
2015010321,  2,  85,  0.00,  73,  0
2015010322,  3,  88,  0.00,  0,  0
2015010400,  3,  92,  0.00,  0,  0
2015010401,  1,  92,  0.00,  0,  0
2015010402,  2,  93,  0.00,  0,  0
2015010403,  2,  93,  0.00,  126,  0
2015010404,  0,  93,  0.00,  0,  0
2015010405,  2,  96,  0.00,  0,  0
2015010406,  6,  76,  0.00,  131,  3
2015010407,  6,  74,  0.00,  119,  3
2015010408,  3,  91,  0.00,  35,  0
2015010409,  5,  79,  0.00,  113,  0
2015010410,  10,  51,  0.00,  132,  1
2015010411,  12,  43,  0.00,  108,  2
2015010412,  14,  39,  0.00,  120,  1
2015010413,  18,  37,  0.00,  111,  3
2015010414,  19,  36,  0.00,  102,  4
2015010415,  18,  32,  0.00,  113,  1
2015010416,  17,  33,  0.00,  115,  1
2015010417,  16,  41,  0.00,  113,  0
2015010418,  13,  58,  0.00,  0,  0
2015010419,  10,  74,  0.00,  0,  0
2015010420,  6,  79,  0.00,  0,  0
2015010421,  9,  79,  0.00,  127,  2
2015010422,  14,  54,  0.00,  142,  2
2015010500,  14,  57,  0.00,  129,  2
2015010501,  14,  57,  0.00,  138,  2
2015010502,  11,  59,  0.00,  115,  0
2015010503,  12,  57,  0.00,  124,  1
2015010504,  12,  56,  0.00,  125,  0
2015010505,  11,  58,  0.00,  31,  0
2015010506,  12,  58,  0.00,  46,  0
2015010507,  13,  69,  0.00,  8,  0
2015010508,  10,  71,  0.00,  274,  0
2015010509,  11,  70,  0.00,  36,  0
2015010510,  11,  70,  0.00,  323,  0
2015010511,  11,  79,  0.00,  0,  0
2015010512,  11,  70,  0.00,  343,  2
2015010513,  12,  82,  0.00,  1,  3
2015010514,  12,  88,  0.00,  355,  4
2015010515,  11,  95,  0.00,  345,  5
2015010516,  8,  95,  0.40,  28,  2
2015010517,  10,  98,  0.10,  37,  4
2015010518,  8,  94,  0.00,  25,  1
2015010519,  10,  94,  0.00,  14,  2
2015010520,  10,  88,  0.00,  2,  3
2015010521,  8,  89,  0.00,  347,  0
2015010522,  10,  90,  0.00,  331,  3
2015010600,  8,  59,  0.00,  359,  1
2015010601,  11,  55,  0.00,  3,  7
2015010602,  8,  56,  0.00,  2,  3
2015010603,  8,  58,  0.00,  354,  5
2015010604,  7,  67,  0.00,  359,  3
2015010605,  8,  72,  0.00,  9,  10
2015010606,  5,  77,  0.20,  7,  3
2015010607,  5,  79,  0.20,  15,  4
2015010608,  5,  84,  0.40,  4,  4
2015010609,  7,  87,  0.30,  340,  5
2015010610,  3,  93,  1.60,  356,  5
2015010611,  3,  93,  0.60,  12,  5
2015010612,  4,  95,  0.90,  348,  6
2015010613,  2,  94,  1.20,  347,  5
2015010614,  2,  93,  0.50,  357,  2
2015010615,  2,  92,  0.10,  340,  3
2015010616,  2,  90,  0.00,  350,  3
2015010617,  2,  89,  0.00,  346,  3
2015010618,  2,  87,  0.00,  344,  3
2015010619,  2,  85,  0.00,  338,  2
2015010620,  3,  80,  0.00,  356,  3
2015010621,  3,  78,  0.00,  357,  2
2015010622,  3,  80,  0.00,  340,  2
2015010700,  2,  89,  0.00,  337,  2
2015010701,  1,  92,  0.00,  351,  2
2015010702,  1,  94,  0.00,  356,  2
2015010703,  1,  96,  0.00,  350,  2
2015010704,  -1,  94,  0.00,  0,  0
2015010705,  -2,  96,  0.00,  197,  0
2015010706,  0,  98,  0.00,  285,  0
2015010707,  0,  98,  0.00,  319,  0
2015010708,  -2,  97,  0.00,  0,  0
2015010709,  -1,  97,  0.00,  0,  0
2015010710,  2,  91,  0.00,  52,  0
2015010711,  6,  64,  0.00,  110,  2
2015010712,  6,  52,  0.00,  91,  0
2015010713,  9,  47,  0.00,  254,  2
2015010714,  10,  48,  0.00,  280,  2
2015010715,  10,  45,  0.00,  328,  3
2015010716,  10,  44,  0.00,  240,  2
2015010717,  9,  50,  0.00,  144,  2
2015010718,  6,  76,  0.00,  0,  0
2015010719,  3,  89,  0.00,  0,  0
2015010720,  0,  90,  0.00,  0,  0
2015010721,  1,  95,  0.00,  0,  0
2015010722,  -1,  94,  0.00,  0,  0
2015010800,  -1,  96,  0.00,  0,  0
2015010801,  0,  98,  0.00,  0,  0
2015010802,  0,  98,  0.00,  0,  0
2015010803,  0,  98,  0.00,  0,  0
2015010804,  -3,  96,  0.00,  0,  0
2015010805,  -1,  99,  0.00,  0,  0
2015010806,  -3,  97,  0.00,  0,  0
2015010807,  -1,  99,  0.00,  37,  2
2015010808,  0,  99,  0.00,  270,  0
2015010809,  2,  99,  0.00,  337,  2
2015010810,  3,  89,  0.00,  49,  0
2015010811,  8,  65,  0.00,  320,  2
2015010812,  10,  56,  0.00,  93,  2
2015010813,  11,  49,  0.00,  308,  2
2015010814,  11,  47,  0.00,  265,  3
2015010815,  9,  44,  0.00,  310,  0
2015010816,  10,  46,  0.00,  301,  0
2015010817,  9,  47,  0.00,  317,  0
2015010818,  9,  72,  0.00,  0,  0
2015010819,  8,  81,  0.00,  139,  0
2015010820,  7,  84,  0.00,  0,  0
2015010821,  7,  84,  0.00,  0,  0
2015010822,  6,  90,  0.00,  0,  0
2015010900,  3,  93,  0.00,  0,  0
2015010901,  2,  94,  0.00,  0,  0
2015010902,  2,  95,  0.00,  0,  0
2015010903,  0,  95,  0.00,  0,  0
2015010904,  1,  98,  0.00,  0,  0
2015010905,  -1,  96,  0.00,  222,  0
2015010906,  -1,  97,  0.00,  165,  0
2015010907,  1,  99,  0.00,  0,  0
2015010908,  0,  97,  0.00,  0,  0
2015010909,  5,  99,  0.00,  213,  0
2015010910,  9,  78,  0.00,  269,  2
2015010911,  8,  64,  0.00,  303,  0
2015010912,  11,  64,  0.00,  281,  4
2015010913,  12,  56,  0.00,  297,  3
2015010914,  13,  49,  0.00,  337,  2
2015010915,  11,  48,  0.00,  301,  1
2015010916,  13,  50,  0.00,  312,  2
2015010917,  12,  57,  0.00,  300,  2
2015010918,  9,  69,  0.00,  298,  0
2015010919,  6,  79,  0.00,  0,  0
2015010920,  6,  90,  0.00,  0,  0
2015010921,  6,  93,  0.00,  192,  2
2015010922,  5,  94,  0.00,  0,  0
2015011000,  5,  96,  0.00,  0,  0
2015011001,  4,  96,  0.00,  0,  0
2015011002,  2,  95,  0.00,  178,  0
2015011003,  3,  97,  0.00,  0,  0
2015011004,  0,  95,  0.00,  0,  0
2015011005,  0,  96,  0.00,  0,  0
2015011006,  2,  99,  0.00,  149,  0
2015011007,  -1,  97,  0.00,  0,  0
2015011008,  -1,  97,  0.00,  0,  0
2015011009,  3,  97,  0.00,  0,  0
2015011010,  8,  68,  0.00,  111,  0
2015011011,  12,  57,  0.00,  263,  2
2015011012,  13,  52,  0.00,  273,  2
2015011013,  13,  43,  0.00,  285,  3
2015011014,  13,  42,  0.00,  346,  0
2015011015,  13,  42,  0.00,  251,  0
2015011016,  13,  40,  0.00,  265,  0
2015011017,  13,  41,  0.00,  0,  0
2015011018,  9,  71,  0.00,  0,  0
2015011019,  4,  85,  0.00,  179,  0
2015011020,  3,  89,  0.00,  196,  0
2015011021,  3,  94,  0.00,  0,  0
2015011022,  3,  96,  0.00,  0,  0
2015011100,  0,  95,  0.00,  172,  0
2015011101,  1,  98,  0.00,  0,  0
2015011102,  1,  98,  0.00,  0,  0
2015011103,  1,  99,  0.00,  0,  0
2015011104,  1,  99,  0.00,  0,  0
2015011105,  1,  99,  0.00,  0,  0
2015011106,  -1,  97,  0.00,  12,  0
2015011107,  -1,  97,  0.00,  174,  0
2015011108,  -1,  97,  0.00,  0,  0
2015011109,  2,  98,  0.00,  0,  0
2015011110,  6,  96,  0.00,  156,  0
2015011111,  12,  67,  0.00,  135,  3
2015011112,  11,  53,  0.00,  137,  0
2015011113,  14,  49,  0.00,  98,  2
2015011114,  13,  41,  0.00,  166,  0
2015011115,  16,  43,  0.00,  42,  0
2015011116,  14,  37,  0.00,  11,  1
2015011117,  14,  52,  0.00,  6,  2
2015011118,  11,  64,  0.00,  310,  0
2015011119,  7,  78,  0.00,  11,  0
2015011120,  8,  86,  0.00,  0,  0
2015011121,  6,  79,  0.00,  18,  0
2015011122,  8,  76,  0.00,  0,  0
2015011200,  7,  86,  0.00,  353,  2
2015011201,  7,  86,  0.00,  347,  2
2015011202,  7,  85,  0.00,  78,  2
2015011203,  5,  85,  0.00,  0,  0
2015011204,  5,  88,  0.00,  348,  0
2015011205,  7,  85,  0.00,  334,  2
2015011206,  7,  89,  0.00,  0,  0
2015011207,  6,  92,  0.00,  0,  0
2015011208,  4,  91,  0.00,  13,  0
2015011209,  8,  77,  0.00,  354,  2
2015011210,  10,  67,  0.00,  27,  3
2015011211,  8,  62,  0.00,  20,  2
2015011212,  9,  60,  0.00,  37,  3
2015011213,  9,  58,  0.00,  6,  2
2015011214,  12,  56,  0.00,  26,  4
2015011215,  10,  53,  0.00,  39,  2
2015011216,  10,  56,  0.00,  51,  1
2015011217,  9,  58,  0.00,  39,  1
2015011218,  9,  63,  0.00,  52,  1
2015011219,  10,  71,  0.00,  40,  3
2015011220,  10,  73,  0.00,  22,  3
2015011221,  9,  73,  0.00,  12,  3
2015011222,  7,  72,  0.00,  31,  2
2015011300,  8,  73,  0.00,  14,  3
2015011301,  5,  77,  0.00,  25,  0
2015011302,  7,  77,  0.00,  9,  3
2015011303,  5,  75,  0.00,  356,  1
2015011304,  5,  73,  0.00,  28,  1
2015011305,  7,  77,  0.00,  21,  2
2015011306,  4,  79,  0.00,  11,  1
2015011307,  4,  80,  0.00,  352,  0
2015011308,  6,  82,  0.00,  5,  2
2015011309,  7,  78,  0.00,  4,  3
2015011310,  8,  73,  0.00,  21,  3
2015011311,  8,  75,  0.00,  356,  3
2015011312,  8,  69,  0.00,  52,  1
2015011313,  11,  64,  0.00,  16,  3
2015011314,  9,  61,  0.00,  321,  1
2015011315,  11,  59,  0.00,  68,  3
2015011316,  12,  60,  0.00,  37,  3
2015011317,  11,  63,  0.00,  12,  2
2015011318,  5,  80,  0.00,  0,  0
2015011319,  6,  90,  0.00,  0,  0
2015011320,  4,  93,  0.00,  237,  0
2015011321,  4,  95,  0.00,  0,  0
2015011322,  2,  93,  0.00,  25,  0
2015011400,  2,  97,  0.00,  17,  2
2015011401,  1,  98,  0.00,  312,  0
2015011402,  1,  98,  0.00,  38,  0
2015011403,  1,  98,  0.00,  0,  0
2015011404,  1,  99,  0.00,  0,  0
2015011405,  1,  99,  0.00,  352,  2
2015011406,  1,  99,  0.00,  161,  0
2015011407,  1,  99,  0.00,  61,  2
2015011408,  1,  99,  0.00,  321,  0
2015011409,  4,  99,  0.00,  306,  0
2015011410,  4,  89,  0.00,  73,  0
2015011411,  7,  69,  0.00,  29,  0
2015011412,  8,  62,  0.00,  47,  0
2015011413,  11,  62,  0.00,  1,  3
2015011414,  12,  61,  0.00,  319,  2
2015011415,  12,  59,  0.00,  324,  3
2015011416,  10,  57,  0.00,  113,  0
2015011417,  9,  60,  0.00,  74,  0
2015011418,  6,  80,  0.00,  0,  0
2015011419,  3,  89,  0.00,  0,  0
2015011420,  4,  95,  0.00,  0,  0
2015011421,  2,  94,  0.00,  200,  0
2015011422,  1,  94,  0.00,  0,  0
2015011500,  0,  96,  0.00,  0,  0
2015011501,  0,  96,  0.00,  175,  0
2015011502,  2,  99,  0.00,  0,  0
2015011503,  -1,  97,  0.00,  42,  0
2015011504,  -1,  97,  0.00,  0,  0
2015011505,  1,  99,  0.00,  0,  0
2015011506,  1,  99,  0.00,  0,  0
2015011507,  -1,  98,  0.00,  37,  0
2015011508,  1,  100,  0.00,  0,  0
2015011509,  4,  100,  0.00,  12,  0
2015011510,  7,  100,  0.00,  350,  2
2015011511,  9,  89,  0.00,  320,  2
2015011512,  9,  73,  0.00,  65,  0
2015011513,  12,  67,  0.00,  137,  3
2015011514,  12,  64,  0.00,  42,  0
2015011515,  12,  61,  0.00,  0,  0
2015011516,  10,  63,  0.00,  12,  1
2015011517,  9,  66,  0.00,  27,  1
2015011518,  6,  80,  0.00,  345,  0
2015011519,  4,  89,  0.00,  340,  0
2015011520,  3,  92,  0.00,  2,  0
2015011521,  2,  94,  0.00,  0,  0
2015011522,  2,  95,  0.00,  0,  0
2015011600,  1,  96,  0.00,  300,  0
2015011601,  1,  96,  0.00,  302,  0
2015011602,  2,  97,  0.00,  258,  0
2015011603,  3,  97,  0.00,  0,  0
2015011604,  5,  99,  0.00,  357,  0
2015011605,  2,  96,  0.00,  329,  0
2015011606,  0,  96,  0.00,  0,  0
2015011607,  -1,  96,  0.00,  293,  0
2015011608,  -1,  97,  0.00,  0,  0
2015011609,  2,  97,  0.00,  317,  0
2015011610,  4,  95,  0.00,  356,  1
2015011611,  9,  78,  0.00,  19,  3
2015011612,  8,  66,  0.00,  21,  1
2015011613,  11,  47,  0.00,  344,  2
2015011614,  13,  46,  0.00,  357,  2
2015011615,  12,  40,  0.00,  51,  1
2015011616,  14,  37,  0.00,  354,  0
2015011617,  12,  28,  0.00,  346,  1
2015011618,  8,  39,  0.00,  0,  0
2015011619,  5,  70,  0.00,  0,  0
2015011620,  2,  77,  0.00,  0,  0
2015011621,  3,  84,  0.00,  352,  0
2015011622,  0,  87,  0.00,  0,  0
2015011700,  -1,  92,  0.00,  25,  0
2015011701,  -1,  91,  0.00,  0,  0
2015011702,  -1,  92,  0.00,  355,  0
2015011703,  -1,  91,  0.00,  0,  0
2015011704,  0,  95,  0.00,  16,  3
2015011705,  -2,  93,  0.00,  40,  0
2015011706,  0,  94,  0.00,  38,  2
2015011707,  -1,  83,  0.00,  68,  1
2015011708,  -1,  86,  0.00,  22,  0
2015011709,  4,  79,  0.00,  39,  2
2015011710,  5,  60,  0.00,  58,  2
2015011711,  7,  50,  0.00,  28,  2
2015011712,  8,  43,  0.00,  67,  2
2015011713,  12,  41,  0.00,  132,  5
2015011714,  10,  34,  0.00,  116,  1
2015011715,  12,  34,  0.00,  140,  4
2015011716,  10,  35,  0.00,  119,  2
2015011717,  11,  40,  0.00,  106,  2
2015011718,  8,  60,  0.00,  342,  0
2015011719,  3,  73,  0.00,  23,  0
2015011720,  4,  83,  0.00,  77,  0
2015011721,  3,  87,  0.00,  0,  0
2015011722,  2,  91,  0.00,  325,  0
2015011800,  3,  57,  0.00,  26,  1
2015011801,  3,  74,  0.00,  0,  0
2015011802,  3,  82,  0.00,  0,  0
2015011803,  2,  72,  0.00,  322,  0
2015011804,  5,  61,  0.00,  322,  0
2015011805,  5,  72,  0.00,  0,  0
2015011806,  3,  72,  0.00,  0,  0
2015011807,  4,  80,  0.00,  307,  0
2015011808,  2,  81,  0.00,  247,  0
2015011809,  4,  63,  0.00,  291,  0
2015011810,  9,  44,  0.00,  29,  2
2015011811,  10,  44,  0.00,  284,  2
2015011812,  12,  38,  0.00,  275,  4
2015011813,  11,  35,  0.00,  272,  2
2015011814,  12,  35,  0.00,  286,  4
2015011815,  14,  37,  0.00,  252,  3
2015011816,  14,  35,  0.00,  248,  3
2015011817,  11,  38,  0.00,  207,  0
2015011818,  12,  47,  0.00,  202,  3
2015011819,  8,  55,  0.00,  198,  1
2015011820,  10,  58,  0.00,  187,  3
2015011821,  7,  56,  0.00,  208,  1
2015011822,  7,  56,  0.00,  209,  3
2015011900,  4,  83,  0.00,  229,  2
2015011901,  0,  90,  0.00,  96,  0
2015011902,  1,  94,  0.00,  149,  0
2015011903,  1,  96,  0.00,  0,  0
2015011904,  1,  97,  0.00,  0,  0
2015011905,  -2,  95,  0.00,  123,  0
2015011906,  -2,  96,  0.00,  151,  0
2015011907,  -2,  96,  0.00,  0,  0
2015011908,  0,  99,  0.00,  146,  0
2015011909,  6,  99,  0.00,  110,  0
2015011910,  9,  76,  0.00,  172,  4
2015011911,  12,  60,  0.00,  112,  4
2015011912,  13,  45,  0.00,  180,  3
2015011913,  13,  38,  0.00,  101,  1
2015011914,  15,  39,  0.00,  120,  3
2015011915,  12,  33,  0.00,  126,  1
2015011916,  12,  38,  0.00,  102,  2
2015011917,  13,  41,  0.00,  91,  3
2015011918,  10,  43,  0.00,  108,  0
2015011919,  8,  60,  0.00,  116,  0
2015011920,  7,  66,  0.00,  0,  0
2015011921,  9,  73,  0.00,  118,  3
2015011922,  9,  72,  0.00,  104,  2
2015012000,  4,  79,  0.00,  0,  0
2015012001,  3,  84,  0.00,  0,  0
2015012002,  6,  87,  0.00,  0,  0
2015012003,  6,  85,  0.00,  0,  0
2015012004,  7,  82,  0.00,  0,  0
2015012005,  6,  88,  0.00,  131,  0
2015012006,  5,  92,  0.00,  0,  0
2015012007,  4,  89,  0.00,  153,  0
2015012009,  10,  57,  0.00,  153,  2
2015012010,  9,  50,  0.00,  112,  0
2015012011,  10,  43,  0.00,  157,  1
2015012012,  11,  41,  0.00,  189,  0
2015012013,  12,  37,  0.00,  210,  0
2015012014,  15,  37,  0.00,  248,  3
2015012015,  14,  32,  0.00,  267,  0
2015012016,  16,  34,  0.00,  260,  2
2015012017,  13,  37,  0.00,  171,  0
2015012018,  9,  60,  0.00,  156,  0
2015012019,  5,  75,  0.00,  200,  0
2015012020,  6,  85,  0.00,  138,  2
2015012021,  2,  89,  0.00,  0,  0
2015012022,  4,  93,  0.00,  260,  0
2015012100,  1,  94,  0.00,  0,  0
2015012101,  2,  96,  0.00,  0,  0
2015012102,  0,  95,  0.00,  0,  0
2015012103,  0,  95,  0.00,  0,  0
2015012104,  0,  96,  0.00,  0,  0
2015012105,  -1,  96,  0.00,  0,  0
2015012106,  -1,  96,  0.00,  0,  0
2015012107,  1,  99,  0.00,  0,  0
2015012108,  1,  99,  0.00,  287,  0
2015012109,  4,  97,  0.00,  298,  0
2015012110,  8,  64,  0.00,  359,  2
2015012111,  10,  53,  0.00,  16,  3
2015012112,  13,  32,  0.00,  20,  5
2015012113,  15,  24,  0.00,  336,  7
2015012114,  14,  17,  0.00,  343,  5
2015012115,  14,  17,  0.00,  337,  6
2015012116,  13,  22,  0.00,  23,  4
2015012117,  14,  24,  0.00,  3,  5
2015012118,  9,  31,  0.00,  55,  2
2015012119,  9,  36,  0.00,  62,  3
2015012120,  8,  39,  0.00,  55,  3
2015012121,  6,  35,  0.00,  71,  0
2015012122,  3,  51,  0.00,  87,  0
2015012200,  4,  52,  0.00,  56,  3
2015012201,  4,  55,  0.00,  85,  3
2015012202,  0,  69,  0.00,  54,  0
2015012203,  -1,  82,  0.00,  18,  0
2015012204,  -2,  87,  0.00,  0,  0
2015012205,  -3,  89,  0.00,  29,  0
2015012206,  -1,  93,  0.00,  0,  0
2015012207,  -1,  94,  0.00,  0,  0
2015012208,  -1,  95,  0.00,  15,  2
2015012209,  3,  88,  0.00,  37,  0
2015012210,  6,  48,  0.00,  103,  1
2015012211,  8,  36,  0.00,  72,  3
2015012212,  9,  28,  0.00,  102,  3
2015012213,  12,  29,  0.00,  61,  5
2015012214,  11,  22,  0.00,  85,  3
2015012215,  11,  20,  0.00,  82,  2
2015012216,  11,  24,  0.00,  92,  2
2015012217,  10,  26,  0.00,  89,  2
2015012218,  10,  37,  0.00,  58,  2
2015012219,  5,  65,  0.00,  66,  2
2015012220,  5,  67,  0.00,  91,  2
2015012221,  8,  42,  0.00,  94,  2
2015012222,  3,  63,  0.00,  64,  0
2015012300,  2,  82,  0.00,  0,  0
2015012301,  1,  82,  0.00,  15,  0
2015012302,  3,  78,  0.00,  0,  0
2015012303,  2,  84,  0.00,  71,  2
2015012304,  4,  46,  0.00,  93,  0
2015012305,  5,  60,  0.00,  106,  2
2015012306,  6,  67,  0.00,  129,  2
2015012307,  6,  47,  0.00,  121,  1
2015012308,  8,  50,  0.00,  134,  4
2015012309,  6,  47,  0.00,  130,  2
2015012310,  9,  48,  0.00,  123,  5
2015012311,  10,  46,  0.00,  130,  4
2015012312,  10,  42,  0.00,  157,  1
2015012313,  13,  41,  0.00,  138,  3
2015012314,  13,  40,  0.00,  129,  4
2015012315,  14,  42,  0.00,  104,  3
2015012316,  14,  42,  0.00,  90,  3
2015012317,  13,  42,  0.00,  99,  3
2015012318,  10,  48,  0.00,  130,  0
2015012319,  12,  52,  0.00,  122,  2
2015012320,  9,  51,  0.00,  113,  1
2015012321,  11,  52,  0.00,  113,  3
2015012322,  9,  54,  0.00,  124,  1
2015012400,  8,  58,  0.00,  33,  0
2015012401,  10,  65,  0.00,  60,  2
2015012402,  8,  62,  0.00,  76,  1
2015012403,  12,  55,  0.00,  87,  4
2015012404,  12,  54,  0.00,  95,  4
2015012405,  12,  56,  0.00,  110,  4
2015012406,  10,  54,  0.00,  96,  2
2015012407,  10,  53,  0.00,  105,  3
2015012408,  10,  52,  0.00,  317,  0
2015012409,  11,  54,  0.00,  0,  0
2015012410,  12,  46,  0.00,  95,  2
2015012411,  15,  47,  0.00,  106,  5
2015012412,  13,  45,  0.00,  113,  1
2015012413,  14,  43,  0.00,  113,  1
2015012414,  14,  45,  0.00,  120,  0
2015012415,  14,  50,  0.00,  126,  0
2015012416,  15,  59,  0.00,  0,  0
2015012417,  14,  69,  0.00,  62,  2
2015012418,  12,  66,  0.00,  67,  0
2015012419,  12,  80,  0.00,  65,  2
2015012420,  12,  92,  0.00,  0,  0
2015012421,  9,  93,  0.60,  324,  1
2015012422,  9,  92,  0.30,  343,  1
2015012500,  7,  87,  0.00,  347,  2
2015012501,  8,  90,  0.00,  337,  4
2015012502,  5,  92,  0.00,  358,  3
2015012503,  5,  93,  0.00,  344,  1
2015012504,  5,  90,  0.00,  337,  2
2015012505,  4,  92,  0.00,  359,  3
2015012506,  4,  94,  0.00,  17,  0
2015012507,  6,  98,  0.30,  332,  2
2015012508,  5,  97,  0.00,  1,  3
2015012509,  4,  92,  0.10,  27,  1
2015012510,  7,  87,  0.00,  16,  4
2015012511,  7,  85,  0.00,  335,  3
2015012512,  8,  84,  0.00,  326,  3
2015012513,  8,  80,  0.00,  14,  4
2015012514,  7,  75,  0.00,  10,  1
2015012515,  9,  76,  0.00,  0,  4
2015012516,  7,  73,  0.00,  328,  0
2015012517,  8,  73,  0.00,  19,  2
2015012518,  7,  74,  0.00,  2,  2
2015012519,  8,  78,  0.00,  40,  5
2015012520,  5,  76,  0.00,  39,  2
2015012521,  7,  81,  0.00,  358,  3
2015012522,  5,  80,  0.00,  7,  1
2015012600,  4,  83,  0.00,  48,  0
2015012601,  3,  91,  0.00,  327,  0
2015012602,  4,  83,  0.00,  349,  0
2015012603,  6,  82,  0.00,  338,  2
2015012604,  4,  81,  0.00,  15,  0
2015012605,  4,  81,  0.00,  41,  0
2015012606,  4,  84,  0.00,  109,  0
2015012607,  4,  85,  0.00,  0,  0
2015012608,  5,  81,  0.00,  9,  2
2015012609,  6,  84,  0.00,  36,  3
2015012610,  5,  81,  0.00,  25,  1
2015012611,  5,  83,  0.20,  56,  1
2015012612,  5,  88,  0.20,  353,  0
2015012613,  7,  86,  0.00,  26,  3
2015012614,  5,  85,  0.00,  354,  0
2015012615,  7,  87,  0.00,  2,  2
2015012616,  7,  85,  0.00,  40,  4
2015012617,  6,  81,  0.00,  64,  0
2015012618,  6,  82,  0.00,  71,  0
2015012619,  8,  85,  0.00,  7,  2
2015012620,  8,  86,  0.00,  34,  3
2015012621,  8,  88,  0.00,  26,  3
2015012622,  7,  94,  0.00,  13,  4
2015012700,  5,  95,  0.10,  359,  1
2015012701,  5,  94,  0.10,  7,  2
2015012702,  5,  83,  0.00,  19,  3
2015012703,  7,  85,  0.00,  12,  6
2015012704,  4,  88,  0.10,  16,  4
2015012705,  4,  94,  1.10,  9,  5
2015012706,  6,  95,  1.00,  24,  6
2015012707,  4,  92,  1.20,  12,  4
2015012708,  3,  93,  0.50,  20,  4
2015012709,  3,  92,  0.60,  22,  5
2015012710,  3,  92,  0.40,  22,  3
2015012711,  5,  94,  0.90,  29,  7
2015012712,  5,  95,  3.70,  19,  6
2015012713,  5,  94,  0.90,  28,  6
2015012714,  2,  91,  0.00,  22,  6
2015012715,  4,  95,  0.10,  28,  7
2015012716,  2,  94,  0.10,  38,  5
2015012717,  3,  95,  0.00,  24,  7
2015012718,  3,  95,  0.00,  25,  7
2015012719,  0,  93,  0.10,  26,  6
2015012720,  0,  93,  0.20,  28,  7
2015012721,  2,  96,  0.20,  26,  9
2015012722,  0,  94,  0.20,  30,  6
2015012800,  1,  96,  0.70,  16,  6
2015012801,  -1,  93,  0.20,  30,  6
2015012802,  -1,  93,  0.20,  24,  3
2015012803,  -1,  93,  0.00,  49,  2
2015012804,  -1,  93,  0.00,  63,  2
2015012805,  1,  95,  0.00,  43,  7
2015012806,  1,  95,  0.00,  26,  5
2015012808,  -1,  93,  0.10,  63,  3
2015012809,  1,  95,  0.00,  49,  5
2015012810,  1,  94,  0.00,  2,  5
2015012811,  -1,  92,  0.40,  57,  4
2015012812,  -1,  92,  1.50,  38,  4
